review,voted_up,playtime_hours,votes_up,burnout_score,review_lower,theme_endgame_emptiness,theme_grind_fatigue,theme_pal_management_burden,theme_base_building_issues,theme_early_access_unfinished,theme_progression_ceiling,theme_performance_bugs,theme_update_disappointment,theme_raid_dungeon_lack,theme_multiplayer_issues,theme_creative_freedom_positive,theme_quit_signal,playtime_bucket
"I wish there was a Mixed review. Palworld is a survival game with a skin of a Monster Collector. It's a nice fresh breath of air for people playing for the Monster Collector genre aspect, It got a lot of traction because people got tired of same old Pokemon formula in Monster collector genre. However, in reality, it brings nothing new into the survival genre itself. People who are coming from the survival genre will find the exact same reskin of concepts of grind and automation. Adventure is meh as the world itself is empty and bland. Dungeons are boring, and everything else about the game including quests are undercooked except the Pal and automation mechanics. Same survival dna where grind gets worse and more time-consuming near-endgame. This game will offer you nothing new, if you are coming from other survival games and looking for a game that does different within the genre. If you are a monster collector fan, game will feel fun until you hit bigger grinds that are part of survival games and you might be turned off by it.",True,43.8,0,6,"i wish there was a mixed review. palworld is a survival game with a skin of a monster collector. it's a nice fresh breath of air for people playing for the monster collector genre aspect, it got a lot of traction because people got tired of same old pokemon formula in monster collector genre. however, in reality, it brings nothing new into the survival genre itself. people who are coming from the survival genre will find the exact same reskin of concepts of grind and automation. adventure is meh as the world itself is empty and bland. dungeons are boring, and everything else about the game including quests are undercooked except the pal and automation mechanics. same survival dna where grind gets worse and more time-consuming near-endgame. this game will offer you nothing new, if you are coming from other survival games and looking for a game that does different within the genre. if you are a monster collector fan, game will feel fun until you hit bigger grinds that are part of survival games and you might be turned off by it.",1,1,0,0,0,1,0,0,1,0,0,0,<50h
"I absolutely love this game. Before I start. I am a 65 year old man who is quite happy with a game lasting 10-20 hours and very often get to a stage where I just think ""oh come on I must be near the end now"". Favourite game ever (Was) Ocarina of time. Palworld has definitely become my favourite game ever.
I'm now 475 hours into this game and have done all of the content I feel I need to do. Played against bosses multiple times. Done oil rigs multiple times. Bred and maxed out all of my favourite pals. And I still want more. I'm currently just collecting ores and refining and I'm really, really looking forward to full release. Will I start a new game? I don't know but I have a sneaking suspicion I just might. 
I love all of the pals. Favourites being Grizzbolt and Jormuntide. (Maybe because of the Pokemon likeness). I have never been this hooked on any game.
When I first saw the game I thought ""Guns. Really"" Somehow the guns work really well.
My only downside is my bases look like an escher drawing. My fault not the game. Maybe that's something I should do. Make a nice base.
I would have no hesitation recommending this game.",True,576.8,0,7,"i absolutely love this game. before i start. i am a 65 year old man who is quite happy with a game lasting 10-20 hours and very often get to a stage where i just think ""oh come on i must be near the end now"". favourite game ever (was) ocarina of time. palworld has definitely become my favourite game ever.
i'm now 475 hours into this game and have done all of the content i feel i need to do. played against bosses multiple times. done oil rigs multiple times. bred and maxed out all of my favourite pals. and i still want more. i'm currently just collecting ores and refining and i'm really, really looking forward to full release. will i start a new game? i don't know but i have a sneaking suspicion i just might. 
i love all of the pals. favourites being grizzbolt and jormuntide. (maybe because of the pokemon likeness). i have never been this hooked on any game.
when i first saw the game i thought ""guns. really"" somehow the guns work really well.
my only downside is my bases look like an escher drawing. my fault not the game. maybe that's something i should do. make a nice base.
i would have no hesitation recommending this game.",0,0,0,0,0,0,0,0,0,0,0,1,500-800h
"Palworld is my comfort game. ivee just finished it (maxing out pal ranks, breeding the best frostalion noct with 4 blue passives, defeated the towers on hard mode, collecting each and ever pal more than once, getting almost every pal i could with the lucky trait and so much more) 
i feel like there is still a lot i can do grinding wise, but this has beeen the best game i have ever played, its like reading a good series and the last book isnt released yet. you cant read another book because its just not the same. i try to play other games but i just cant, i just sit here and restart the game over and over waiting for the next update. 
i love this game and ill probaly be playing it for the rest of my life. i cant wait for whats to come regarding the tree.  what new pals are coming to the game. i hope there a lot more areas to explore, more raids to do. 
to those who have been thinking about playing the game and havent yet, give it a try, i dont think yull be dissapointed 
",True,527.9833333333333,0,7,"palworld is my comfort game. ivee just finished it (maxing out pal ranks, breeding the best frostalion noct with 4 blue passives, defeated the towers on hard mode, collecting each and ever pal more than once, getting almost every pal i could with the lucky trait and so much more) 
i feel like there is still a lot i can do grinding wise, but this has beeen the best game i have ever played, its like reading a good series and the last book isnt released yet. you cant read another book because its just not the same. i try to play other games but i just cant, i just sit here and restart the game over and over waiting for the next update. 
i love this game and ill probaly be playing it for the rest of my life. i cant wait for whats to come regarding the tree.  what new pals are coming to the game. i hope there a lot more areas to explore, more raids to do. 
to those who have been thinking about playing the game and havent yet, give it a try, i dont think yull be dissapointed 
",0,2,0,0,0,0,0,1,1,0,0,0,500-800h
"Didn't find this game particularly fun to play, becomes very boring after couple of hours. 

After you pass early game, it becomes very grindy and repetetive. Then it just became frustrating.

3/10",False,15.083333333333334,2,7,"didn't find this game particularly fun to play, becomes very boring after couple of hours. 

after you pass early game, it becomes very grindy and repetetive. then it just became frustrating.

3/10",0,3,0,0,0,0,0,0,0,0,0,0,<50h
"Points for the win over nintendo but this is such a hot garbage game. Not pal fighter game in the slightest. I just dodge laps around an enemy on 10 hp on flat ground. My pal did absolutely nothing no attacks at all. and this is on the 4rth runback to this spot. All right at the waypoint. You'll progress and you'll feel the shift of the game doesn't want you alive. It's a ridiculous switch. Make your pals actually attack nonstop cuz if not what is the point of the attack wheel. It's so infuriating to see it in a staring contest with the enemy shooting me in plain sight. If you play you will note. Their is no difficulty just a grind. If they don't want you there you won't so don't bother exploring. They don't want you to fight with your pals. If you fight and capture a pal it is now brought down to your level. Been in countless fights with one pal, don't matter. Your level is it's level and this is a slog. I played at release and I've now played the equal amount of hrs and I'm barely lvl 24. This is not fun at all when most of the unlocks is just saddles. like what is the purpose of that? It's a terrible survival game where base building is worse than No Man's Sky's. Pals don't interact with base how you want or anywere really. I'm just grinding for an opportunity to fight stronger pals that if I catch I will not be rewarded. I get to play with my brother but this is just an aggravating game.",False,100.06666666666666,1,7,"points for the win over nintendo but this is such a hot garbage game. not pal fighter game in the slightest. i just dodge laps around an enemy on 10 hp on flat ground. my pal did absolutely nothing no attacks at all. and this is on the 4rth runback to this spot. all right at the waypoint. you'll progress and you'll feel the shift of the game doesn't want you alive. it's a ridiculous switch. make your pals actually attack nonstop cuz if not what is the point of the attack wheel. it's so infuriating to see it in a staring contest with the enemy shooting me in plain sight. if you play you will note. their is no difficulty just a grind. if they don't want you there you won't so don't bother exploring. they don't want you to fight with your pals. if you fight and capture a pal it is now brought down to your level. been in countless fights with one pal, don't matter. your level is it's level and this is a slog. i played at release and i've now played the equal amount of hrs and i'm barely lvl 24. this is not fun at all when most of the unlocks is just saddles. like what is the purpose of that? it's a terrible survival game where base building is worse than no man's sky's. pals don't interact with base how you want or anywere really. i'm just grinding for an opportunity to fight stronger pals that if i catch i will not be rewarded. i get to play with my brother but this is just an aggravating game.",0,2,0,1,0,0,0,0,0,1,0,0,50-150h
"Just got the 57/57 achievements as of May 5, 2026.  So, I think I can give a full review.

I returned to this game after a two year break--I basically jumped on the hype train when it came out, and then it faded away.  It felt very early access back then.

Returning to this game in 2026, the polish is there and this game shines. It works for both casual players and those who want to min-max.  The QoL improvements from when I last played are staggering. One includes a chest that allows you to store a set number of items that are shared amongst bases--similar to an Ender Chest from Minecraft.  While I'm not sure if this was present in 2024, the global palbox prevents you from running out of storage with your Pals--provided you do not breed 10,000. Expanded machinery and a money printer later in the game really help you keep the pace of this game.

That's where I heap on the praise.  A lot of survival games have a great start, and a terrible middle, and a lackluster end. I'm looking at you, Studio Wildcard.  Palworld has masterful pacing in a survival crafting game.  There is some RNG, but it's not abominable and you can beat the bosses and the game without having to grind for the absolutely best gear.  The additions of Sukijima--which added Japanese architecture, is a crown jewel of this game that does indeed have an Albernueric farm.

I was watching a guy review Warhammer 40k, and he said ""When something becomes derivative enough, it eventually swings back to being original.""  That's how this game feels.  You have things torn from other games like:

- Evergaols, spirit springs and somehow Godfrey from Elden Ring
- the obvious monster catching that Nintendon't ripped off from another game
- the crafting mechanics of Ark without the janky build mechanics
- the BotW scope of the map
- odd lore that somehow feels like it was inspired by Adventure Time?

But when you mix all these ingredients together, you get a great game.  Some games, when I finish them, I feel glad it's over.  This is one of those games where I'm glad it existed.",True,434.98333333333335,0,7,"just got the 57/57 achievements as of may 5, 2026.  so, i think i can give a full review.

i returned to this game after a two year break--i basically jumped on the hype train when it came out, and then it faded away.  it felt very early access back then.

returning to this game in 2026, the polish is there and this game shines. it works for both casual players and those who want to min-max.  the qol improvements from when i last played are staggering. one includes a chest that allows you to store a set number of items that are shared amongst bases--similar to an ender chest from minecraft.  while i'm not sure if this was present in 2024, the global palbox prevents you from running out of storage with your pals--provided you do not breed 10,000. expanded machinery and a money printer later in the game really help you keep the pace of this game.

that's where i heap on the praise.  a lot of survival games have a great start, and a terrible middle, and a lackluster end. i'm looking at you, studio wildcard.  palworld has masterful pacing in a survival crafting game.  there is some rng, but it's not abominable and you can beat the bosses and the game without having to grind for the absolutely best gear.  the additions of sukijima--which added japanese architecture, is a crown jewel of this game that does indeed have an albernueric farm.

i was watching a guy review warhammer 40k, and he said ""when something becomes derivative enough, it eventually swings back to being original.""  that's how this game feels.  you have things torn from other games like:

- evergaols, spirit springs and somehow godfrey from elden ring
- the obvious monster catching that nintendon't ripped off from another game
- the crafting mechanics of ark without the janky build mechanics
- the botw scope of the map
- odd lore that somehow feels like it was inspired by adventure time?

but when you mix all these ingredients together, you get a great game.  some games, when i finish them, i feel glad it's over.  this is one of those games where i'm glad it existed.",0,1,0,0,1,1,0,0,0,0,0,0,300-500h
"Its boring, the combat is terribly shallow and resources are just a time sink and the build cost for much of the end game items is excessive, at the least it needs major rebalancing.
There nothing more to combat that hold m1 and wait for what you are hitting to die. Your pals just stand there and throw out abilities and than wait for their cooldowns you have little control over how they act. You do get team up abilities that you can use and mounted pals lets you control what they abilities they use but its feels lack luster. Enemy ai is bad too and to compensate they have have a rather high hp pool, and the enemy pals have the same ai as yours. Honestly fixing the whole games combat system would single handedly make this game its what you will spend the majority of your time doing in this game and its just monotonous. Leveling and resources are grindy it takes a long time to level up with the default xp settings and the tech system is trash. Too much of the game is designed to cause pvp conflicts and while that would be great for a pvp game this game is not designed well enough for that.",False,242.16666666666663,0,9,"its boring, the combat is terribly shallow and resources are just a time sink and the build cost for much of the end game items is excessive, at the least it needs major rebalancing.
there nothing more to combat that hold m1 and wait for what you are hitting to die. your pals just stand there and throw out abilities and than wait for their cooldowns you have little control over how they act. you do get team up abilities that you can use and mounted pals lets you control what they abilities they use but its feels lack luster. enemy ai is bad too and to compensate they have have a rather high hp pool, and the enemy pals have the same ai as yours. honestly fixing the whole games combat system would single handedly make this game its what you will spend the majority of your time doing in this game and its just monotonous. leveling and resources are grindy it takes a long time to level up with the default xp settings and the tech system is trash. too much of the game is designed to cause pvp conflicts and while that would be great for a pvp game this game is not designed well enough for that.",1,3,0,0,0,0,0,0,0,0,0,0,150-300h
"Arena is trash, 4-star pals with maximized perks and the master level arena cheats hard. Don't bother.",False,788.2833333333333,0,8,"arena is trash, 4-star pals with maximized perks and the master level arena cheats hard. don't bother.",0,0,0,0,0,0,0,0,0,0,0,0,500-800h
"The premise i quite enjoyed. I was an avid Pokemon player from Diamond to White to Pokemon Y.

To me there is two sides of this fence, me who was a Pokemon fan and was tired after Pokemon Y that they were releasing the same formula year after year where most of us wanted pokemon in a different genre.
To me, Palworld scratched that itch like Pixelmon did where Gamefreak didn't dare to adventure. On the other side is my friend who like me was brought up with Pokemon but due to the nature of it being Chinese owned, in their eyes a ""blatant ripoff"" and the Pals are unoriginal/uninteresting....

To me, i enjoy the pals, some are like early level pokemon like bidoof and pidgey, some appear as pseudo-bosses.

The gameplay is refreshing, gliding around the map until you can get a pal that can fly quickly. Mixture of using a Pal to fight and using your own weapons to fight off wild pals. Some Pals are passive unless attacked and some attack on sight.

There are 120 or so pals, some are ""ignis"" varients usually mirroring the type, so if one was blue coloured and ice type, the other is pink and fire type and i quite like this for in my mind ""shinies with type variation""
On Shinies, there are ones that glow in the wild, often shining and being overleveled from their normal level. There are also pseudo-bosses of normal pals you can get that are ""oversized"" which is cool too.

The building mechanic exists, i haven't used it for base building all that much but seems cool if not a bit weird when the ground is uneven. 

The crafting for foods, resource refining, etc is quite entertaining to make an efficient workhorse of a base with work pals.

Leveling up it doesn't explain that catching 10-20 of new pals gives you a massive exp boost that fighting doesn't deliver as much

So far my only gripe is that nearing end-game that the bosses are unforgiving and tanky af with damage that if aimed at you will melt your health
This requires better armour and better human weapons but is quite a grind for resources to achieve making them. 

Towards the end it becomes a resources farming sim but i guess holds engagement so i can't fault it.

I recommend the game for those like me who thought by Pokemon X and Y, pokemon died and wished they ventured into new genres and gameplay like how they did for mystery dungeon",True,137.23333333333332,0,6,"the premise i quite enjoyed. i was an avid pokemon player from diamond to white to pokemon y.

to me there is two sides of this fence, me who was a pokemon fan and was tired after pokemon y that they were releasing the same formula year after year where most of us wanted pokemon in a different genre.
to me, palworld scratched that itch like pixelmon did where gamefreak didn't dare to adventure. on the other side is my friend who like me was brought up with pokemon but due to the nature of it being chinese owned, in their eyes a ""blatant ripoff"" and the pals are unoriginal/uninteresting....

to me, i enjoy the pals, some are like early level pokemon like bidoof and pidgey, some appear as pseudo-bosses.

the gameplay is refreshing, gliding around the map until you can get a pal that can fly quickly. mixture of using a pal to fight and using your own weapons to fight off wild pals. some pals are passive unless attacked and some attack on sight.

there are 120 or so pals, some are ""ignis"" varients usually mirroring the type, so if one was blue coloured and ice type, the other is pink and fire type and i quite like this for in my mind ""shinies with type variation""
on shinies, there are ones that glow in the wild, often shining and being overleveled from their normal level. there are also pseudo-bosses of normal pals you can get that are ""oversized"" which is cool too.

the building mechanic exists, i haven't used it for base building all that much but seems cool if not a bit weird when the ground is uneven. 

the crafting for foods, resource refining, etc is quite entertaining to make an efficient workhorse of a base with work pals.

leveling up it doesn't explain that catching 10-20 of new pals gives you a massive exp boost that fighting doesn't deliver as much

so far my only gripe is that nearing end-game that the bosses are unforgiving and tanky af with damage that if aimed at you will melt your health
this requires better armour and better human weapons but is quite a grind for resources to achieve making them. 

towards the end it becomes a resources farming sim but i guess holds engagement so i can't fault it.

i recommend the game for those like me who thought by pokemon x and y, pokemon died and wished they ventured into new genres and gameplay like how they did for mystery dungeon",1,1,0,1,0,0,0,0,1,0,0,1,50-150h
"love me a ""grindy game"", perfect",True,516.1666666666666,0,7,"love me a ""grindy game"", perfect",0,2,0,0,0,0,0,0,0,0,0,0,500-800h
repetitive boring grinder,False,46.78333333333333,0,9,repetitive boring grinder,0,2,0,0,0,0,0,0,0,0,0,0,<50h
"Debates and everything aside, this is a really good game.

I love the open world they have created. I've killed many hours in this game hunting down the pals, hitting the towers, and trying to complete all of the achievements. They've done some wicked cool collabs and have been slowly making Updates that I personally really like. The intro of coloring some structure items (wood, stone, glass, etc) was really fun. Fun little side note, if you paint glass ""Black"" it almost looks completely clear, makes for great floor to ceiling windows! I also really liked the addition of the flipped triangle wall. Once good only for roofs, now lets you make some fun alternative walls. I've been having a lot of fun with this.

I will admit the game CAN be a bit of a grind, you do need to constantly be gathering items, and the higher your level gets the longer it takes to level up. Several of the bosses are nearly impossible without upgrading gear and pals and working on battle stats, but it IS possible. And thankfully as far as items go, your pals can help you with gathering certain ones on base!

As far as the towers go, if you aren't equipped properly it can and will get frustrating quickly. Pal typing can help a lot, levels help a lot, but the right gear, and items will help the most. Playing with others can and will help a lot, so don't be afraid to poke your friends. The more people and pals you have at your disposal the easier I feel it will be.

Overall the game has a lot of different mechanics that really fits the open world survival craft theme, and I couldn't be happier, and they keep updating periodically making it just a little better each time. I've been enjoying it. It may not be for folks who can't stand any kind of grind in a game, but its a great starter if you wanna get a base builder friend/partner into it and get them into their first ""survival"" game with a bunch of cute critters or badass guns and armor sets. Hell maybe they like both!

With all of the achievements out of the way for me, I am looking forward to there maybe being more, but it's not required, I recently decided I am going to breed out all the pals, which will take some grinding mind you... and max out the stars on every single one. Not once, but Twice. One of each gender. Why? Because I feel like it, and it gives me something I can do while still playing with friends who haven't gotten through everything yet. I actually really enjoy having this as a simple task where I can still set it aside and go do other things.

I have probably built bases in well over 50 locations now between the different games I've played with friends and my boyfriend. I love overhauling my current base in my finished game to redesign everything and see what's new with updates. Modifying the layout of the house, fitting all the crafting things I need within, using random items to try and create things that aren't yet in the game. It's a lot of fun and I really recommend branching out and trying all kinds of things. Unlocking all the neat items to build with, but even without them there are a lot of cool things you can do with the basics.

I found the ""wooden"" defense walls were too tall and kinda ugly, so one time I used a bunch of the wooden Pillars/columns and spent probably too much time lining them all up beside each other on the ground to make a fence, the bonus to this? A Rounded Fence instead of the typical squares/corners. It looks really nice and you can place small objects on top of them as well, like the little square lanterns and such.

To the things gamers care more about sometimes:
I have very rarely run into glitches. Back when I first started playing you could easily clip through walls and fall through the world. While it's still possible, the odds of it happening now are extremely low.

Multiplayer or single player, there is a lot to do either way. You can have different guilds if you don't wanna share a space with friends and have a little competition, or you can all be in the same guild together and tackle everything together, whatever you vibe with!

Stamina is a Pain. It drains quickly and if you don't add to it everything feels like that much more of a grind, I focused mostly on increasing that and weight capacity for items, saving health and other stats for when potions were unlocked later in the game since most of those can also be increased with armor (health/defense especially)

Respawn: If you get stuck anywhere, you can pick which of your bases OR the main starting area's, to spawn back to. Something to note is to check your game settings before playing. There are options for a ""hard"" run where you lose everything when you respawn. Pals/Items/etc. Or an easy version where you don't lose anything. Depending on your vibe, make sure to choose accordingly. Losing everything if you don't have the means to obtain things quickly can set you back a fair amount.

Speed Runs: It is technically possible to speed through a lot if you play a custom game. You can get Egg hatch times down to literally nothing, increase exp gain and the like to try and push it along faster, etc. The game devs really put a lot of thought into making sure there was something for everyone, and made it as easy as possible to access. Shout out to them for thinking of these things~ You can also adjust the length of night and day to suit your needs. I haven't found much yet that they haven't thought of.

Terarria pals, they do not count towards your palpedia, you can complete it without having all the terarria pals so don't sweat it. They are super cool however, and the bats if you have them in your part will just chill outside with you even if you don't have them as your active pal as far as I have seen so far. I pulled together a full party of them just to see what would happen, and all of them were flying around following me. There are several little surprises like that around.

It would be fun if they added some more customization options for the players themselves, but not mandatory. More hair styles would be neat, maybe options for scars for fun. They already have a lot of neat little accessories and the option to layer them over your armor and such which is nice too. So play around with options if you wanna~

If you don't wanna play solo?? For any of my friendo's who have this one on their wishlist or were thinking of maybe trying it. Download it. Poke me, I'll play anytime I'm free~ Whether its a new world or an old one. I genuinely just really enjoy this game.

""Pokemon with guns"" This game is so much more than that, and I hope more people take the time to actually explore it and see all these things for themselves~",True,598.9333333333333,39,7,"debates and everything aside, this is a really good game.

i love the open world they have created. i've killed many hours in this game hunting down the pals, hitting the towers, and trying to complete all of the achievements. they've done some wicked cool collabs and have been slowly making updates that i personally really like. the intro of coloring some structure items (wood, stone, glass, etc) was really fun. fun little side note, if you paint glass ""black"" it almost looks completely clear, makes for great floor to ceiling windows! i also really liked the addition of the flipped triangle wall. once good only for roofs, now lets you make some fun alternative walls. i've been having a lot of fun with this.

i will admit the game can be a bit of a grind, you do need to constantly be gathering items, and the higher your level gets the longer it takes to level up. several of the bosses are nearly impossible without upgrading gear and pals and working on battle stats, but it is possible. and thankfully as far as items go, your pals can help you with gathering certain ones on base!

as far as the towers go, if you aren't equipped properly it can and will get frustrating quickly. pal typing can help a lot, levels help a lot, but the right gear, and items will help the most. playing with others can and will help a lot, so don't be afraid to poke your friends. the more people and pals you have at your disposal the easier i feel it will be.

overall the game has a lot of different mechanics that really fits the open world survival craft theme, and i couldn't be happier, and they keep updating periodically making it just a little better each time. i've been enjoying it. it may not be for folks who can't stand any kind of grind in a game, but its a great starter if you wanna get a base builder friend/partner into it and get them into their first ""survival"" game with a bunch of cute critters or badass guns and armor sets. hell maybe they like both!

with all of the achievements out of the way for me, i am looking forward to there maybe being more, but it's not required, i recently decided i am going to breed out all the pals, which will take some grinding mind you... and max out the stars on every single one. not once, but twice. one of each gender. why? because i feel like it, and it gives me something i can do while still playing with friends who haven't gotten through everything yet. i actually really enjoy having this as a simple task where i can still set it aside and go do other things.

i have probably built bases in well over 50 locations now between the different games i've played with friends and my boyfriend. i love overhauling my current base in my finished game to redesign everything and see what's new with updates. modifying the layout of the house, fitting all the crafting things i need within, using random items to try and create things that aren't yet in the game. it's a lot of fun and i really recommend branching out and trying all kinds of things. unlocking all the neat items to build with, but even without them there are a lot of cool things you can do with the basics.

i found the ""wooden"" defense walls were too tall and kinda ugly, so one time i used a bunch of the wooden pillars/columns and spent probably too much time lining them all up beside each other on the ground to make a fence, the bonus to this? a rounded fence instead of the typical squares/corners. it looks really nice and you can place small objects on top of them as well, like the little square lanterns and such.

to the things gamers care more about sometimes:
i have very rarely run into glitches. back when i first started playing you could easily clip through walls and fall through the world. while it's still possible, the odds of it happening now are extremely low.

multiplayer or single player, there is a lot to do either way. you can have different guilds if you don't wanna share a space with friends and have a little competition, or you can all be in the same guild together and tackle everything together, whatever you vibe with!

stamina is a pain. it drains quickly and if you don't add to it everything feels like that much more of a grind, i focused mostly on increasing that and weight capacity for items, saving health and other stats for when potions were unlocked later in the game since most of those can also be increased with armor (health/defense especially)

respawn: if you get stuck anywhere, you can pick which of your bases or the main starting area's, to spawn back to. something to note is to check your game settings before playing. there are options for a ""hard"" run where you lose everything when you respawn. pals/items/etc. or an easy version where you don't lose anything. depending on your vibe, make sure to choose accordingly. losing everything if you don't have the means to obtain things quickly can set you back a fair amount.

speed runs: it is technically possible to speed through a lot if you play a custom game. you can get egg hatch times down to literally nothing, increase exp gain and the like to try and push it along faster, etc. the game devs really put a lot of thought into making sure there was something for everyone, and made it as easy as possible to access. shout out to them for thinking of these things~ you can also adjust the length of night and day to suit your needs. i haven't found much yet that they haven't thought of.

terarria pals, they do not count towards your palpedia, you can complete it without having all the terarria pals so don't sweat it. they are super cool however, and the bats if you have them in your part will just chill outside with you even if you don't have them as your active pal as far as i have seen so far. i pulled together a full party of them just to see what would happen, and all of them were flying around following me. there are several little surprises like that around.

it would be fun if they added some more customization options for the players themselves, but not mandatory. more hair styles would be neat, maybe options for scars for fun. they already have a lot of neat little accessories and the option to layer them over your armor and such which is nice too. so play around with options if you wanna~

if you don't wanna play solo?? for any of my friendo's who have this one on their wishlist or were thinking of maybe trying it. download it. poke me, i'll play anytime i'm free~ whether its a new world or an old one. i genuinely just really enjoy this game.

""pokemon with guns"" this game is so much more than that, and i hope more people take the time to actually explore it and see all these things for themselves~",0,2,0,0,0,1,0,2,1,2,0,0,500-800h
Its not the best game in the whole world but it keeps me entertained.  I dont like taking care of Pals anymore so I just dont do that anymore.  I basically just collect materials etc and build houses.  I love that I can get quite creative if I put my mind to it and I like that it is not strongly quest driven so I feel free to do as I please and I LOVE that I dont have to play with people.  I also like that I dont have to pay for anything.  So sick and tired of purchasing crap from other games and then having to delete the game later because it turns out it sucks.  There are issues with building in this game but hey no game is perfect.,True,955.85,8,7,its not the best game in the whole world but it keeps me entertained.  i dont like taking care of pals anymore so i just dont do that anymore.  i basically just collect materials etc and build houses.  i love that i can get quite creative if i put my mind to it and i like that it is not strongly quest driven so i feel free to do as i please and i love that i dont have to play with people.  i also like that i dont have to pay for anything.  so sick and tired of purchasing crap from other games and then having to delete the game later because it turns out it sucks.  there are issues with building in this game but hey no game is perfect.,0,0,1,0,0,0,0,0,0,1,1,1,800h+
"Boring with friends, as you progress differently. I just don't like meaningless grinding",False,38.016666666666666,6,7,"boring with friends, as you progress differently. i just don't like meaningless grinding",0,2,0,0,0,0,0,0,0,1,0,0,<50h
